invivo.poolA_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc25a16	4	0.55963	0.48755	1.0	1947	0	0.063053	0.39556	0.41809	1.0	1362	0	0.063053
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hpcal4	4	0.5598	0.48755	1.0	1948	0	0.40924	0.29128	0.29949	1.0	1011	1	0.40924
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm38704_Zfp976	1	0.55984	0.5193	1.0	1949	0	0.1859	0.44016	0.4807	1.0	1536	0	0.1859
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Zfp991_Znf41-ps	1	0.55992	0.5193	1.0	1950	0	0.24738	0.44008	0.4807	1.0	1535	0	0.24738
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Opalin	4	0.56063	0.48755	1.0	1951	0	-0.12418	0.42396	0.44841	1.0	1477	0	-0.12418
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r212_Vmn1r222	1	0.56069	0.52041	1.0	1952	0	0.12161	0.43931	0.47959	1.0	1531	0	0.12161
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cfap99	4	0.5608	0.48755	1.0	1953	0	-0.4938	0.73784	0.75686	1.0	2518	0	-0.4938
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Bhlha9	4	0.56146	0.48999	1.0	1954	0	-0.5309	0.70701	0.71808	1.0	2410	0	-0.5309
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Serpina3f	3	0.56201	0.5017	1.0	1955	0	-0.30259	0.87468	0.89575	1.0	3044	0	-0.30259
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Efhc1	4	0.56246	0.48999	1.0	1956	0	0.49926	0.30216	0.31094	1.0	1048	1	0.49926
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn2r82	4	0.56262	0.48999	1.0	1957	0	-0.49916	0.91556	0.93468	1.0	3210	0	-0.49916
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Abraxas2	4	0.56279	0.48999	1.0	1958	0	0.50625	0.1931	0.22612	1.0	710	1	0.50625
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sugct	4	0.56295	0.48999	1.0	1959	0	-0.7806	0.39851	0.42657	1.0	1373	0	-0.7806
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r184	3	0.56308	0.5017	1.0	1960	0	-0.19529	0.11926	0.14528	1.0	498	1	-0.19529
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Prl5a1	4	0.56362	0.48999	1.0	1961	0	1.1248	0.0042964	0.018143	1.0	33	3	1.1248
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	D830030K20Rik_Gm10408_Gm16440_Gm2244_Gm3030_Gm3043_Gm8050_Gm8271	1	0.56362	0.52153	1.0	1962	0	0.44019	0.43638	0.47847	1.0	1521	0	0.44019
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	A1bg	4	0.56428	0.48999	1.0	1963	0	0.68667	0.38814	0.40394	1.0	1336	0	0.68667
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Fgd4	4	0.56444	0.48999	1.0	1964	0	0.34637	0.30708	0.31692	1.0	1065	1	0.34637
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Smarca1	4	0.56461	0.48999	1.0	1965	0	0.76925	0.042294	0.080462	1.0	239	2	0.76925
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	H2-Eb2	4	0.56477	0.48999	1.0	1966	0	0.1141	0.56013	0.56341	1.0	1938	0	0.1141
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Trappc3	4	0.56527	0.48999	1.0	1967	0	-0.22845	0.88471	0.91315	1.0	3075	0	-0.22845
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cpne7	4	0.56543	0.48999	1.0	1968	0	0.18078	0.056195	0.09934	1.0	320	1	0.18078
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Phyhd1	4	0.5656	0.48999	1.0	1969	0	0.63665	0.36196	0.38054	1.0	1242	1	0.63665
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Scgb1b12_Scgb1b20_Scgb1b29_Scgb1b7	1	0.56569	0.52468	1.0	1970	0	0.3229	0.43431	0.47532	1.0	1514	0	0.3229
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cpa4	4	0.56576	0.48999	1.0	1971	0	-0.18794	0.77824	0.80472	1.0	2680	0	-0.18794
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Lrrc36	4	0.56593	0.48999	1.0	1972	0	0.04344	0.13525	0.18549	1.0	537	1	0.04344
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Btbd9	4	0.56625	0.48999	1.0	1973	0	1.2836	0.00044469	0.0011357	0.630569	6	3	1.2836
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Yme1l1	4	0.56642	0.48999	1.0	1974	0	-0.26259	0.82016	0.84831	1.0	2832	0	-0.26259
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mrgprb3	4	0.56708	0.49498	1.0	1975	0	-0.26676	0.29555	0.29949	1.0	1032	1	-0.26676
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mettl21c	4	0.56724	0.49498	1.0	1976	0	0.2596	0.24998	0.27612	1.0	879	1	0.2596
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kctd2	4	0.56741	0.49498	1.0	1977	0	0.48265	0.41103	0.43496	1.0	1422	0	0.48265
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	1810037I17Rik	4	0.56773	0.49498	1.0	1978	0	-0.028661	0.85073	0.88324	1.0	2956	0	-0.028661
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Lmf2	4	0.56839	0.50024	1.0	1979	0	0.34294	0.66168	0.66345	1.0	2269	0	0.34294
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Wdr34	4	0.56855	0.50024	1.0	1980	0	-0.56187	0.47376	0.49827	1.0	1652	0	-0.56187
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc22a27_Slc22a29	2	0.56908	0.5246	1.0	1981	0	-0.08636	0.67404	0.71787	1.0	2312	0	-0.08636
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Zfp668	4	0.56921	0.50024	1.0	1982	0	-0.26753	0.23473	0.26744	1.0	824	1	-0.26753
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Dach1	4	0.56937	0.50024	1.0	1983	0	0.26501	0.40124	0.42657	1.0	1384	0	0.26501
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Fam53b	4	0.56954	0.50024	1.0	1984	0	0.4421	0.39977	0.42657	1.0	1378	0	0.4421
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	9930111J21Rik1_Gm5431	2	0.56989	0.5246	1.0	1985	0	0.46769	0.38947	0.39962	1.0	1342	0	0.46769
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Krt82	4	0.57003	0.50267	1.0	1986	0	-0.10941	0.7958	0.81828	1.0	2744	0	-0.10941
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gpr33	4	0.57084	0.50267	1.0	1987	0	-0.45929	0.94987	0.96174	1.0	3339	0	-0.45929
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc2a8	4	0.57101	0.50267	1.0	1988	0	0.11384	0.63714	0.64414	1.0	2190	0	0.11384
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm9	4	0.57117	0.50267	1.0	1989	0	-0.057967	0.12693	0.18549	1.0	514	1	-0.057967
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm51715_Trim43a	1	0.57147	0.52996	1.0	1990	0	0.23621	0.42853	0.47004	1.0	1492	0	0.23621
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gmfb	4	0.57166	0.50267	1.0	1991	0	-0.073399	0.90957	0.93142	1.0	3175	0	-0.073399
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Btbd35f1_Btbd35f10_Btbd35f11_Btbd35f12_Btbd35f13_Btbd35f14_Btbd35f15_Btbd35f16_Btbd35f17_Btbd35f19_Btbd35f2_Btbd35f20_Btbd35f21_Btbd35f22_Btbd35f25_Btbd35f26_Btbd35f27_Btbd35f28_Btbd35f29_Btbd35f3_Btbd35f30_Btbd35f4_Btbd35f5_Btbd35f6_Btbd35f7_Btbd35f8_Btbd35f9_Gm14367_Gm5925	1	0.57193	0.53102	1.0	1992	0	0.47775	0.42807	0.46898	1.0	1490	0	0.47775
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Muc15	4	0.57199	0.50267	1.0	1993	0	-0.12872	0.39324	0.41527	1.0	1356	0	-0.12872
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Il1rapl2	4	0.57215	0.50267	1.0	1994	0	-0.13625	0.91512	0.93468	1.0	3207	0	-0.13625
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Atxn10	4	0.57231	0.50267	1.0	1995	0	-0.53686	0.48677	0.50821	1.0	1704	0	-0.53686
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm20918	4	0.57247	0.50267	1.0	1996	0	-0.3463	0.98002	0.98575	1.0	3468	0	-0.3463
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r20_Vmn1r27	2	0.57271	0.5246	1.0	1997	0	-0.031337	0.55317	0.5761	1.0	1918	0	-0.031337
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rnf19b	4	0.5728	0.50267	1.0	1998	0	-0.14584	0.78366	0.80839	1.0	2699	0	-0.14584
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Micall1	4	0.57296	0.50267	1.0	1999	0	0.52131	0.012354	0.032184	1.0	85	2	0.52131
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r38	4	0.57329	0.50523	1.0	2000	0	-0.45776	0.071141	0.12987	1.0	377	1	-0.45776
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm35083	4	0.57361	0.50523	1.0	2001	0	0.34453	0.33154	0.33679	1.0	1146	1	0.34453
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Jpt2	4	0.57377	0.50523	1.0	2002	0	0.029976	0.53656	0.54954	1.0	1871	0	0.029976
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm7020_Lin52	1	0.57393	0.53314	1.0	2003	0	0.44724	0.42607	0.46686	1.0	1482	0	0.44724
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Smim13	4	0.5741	0.50523	1.0	2004	0	0.24053	0.8476	0.88154	1.0	2946	0	0.24053
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mst1r	4	0.57426	0.50523	1.0	2005	0	0.043713	0.60946	0.62798	1.0	2105	0	0.043713
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm829	4	0.57459	0.50523	1.0	2006	0	-0.37424	0.87633	0.90748	1.0	3048	0	-0.37424
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ikbip	4	0.57491	0.50523	1.0	2007	0	-0.47933	0.85352	0.88568	1.0	2971	0	-0.47933
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Zfp949	4	0.5754	0.50762	1.0	2008	0	-0.13916	0.033589	0.062437	1.0	205	1	-0.13916
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc35f4	4	0.57588	0.51027	1.0	2009	0	-0.21935	0.050878	0.088663	1.0	294	1	-0.21935
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ankrd63	3	0.57598	0.51169	1.0	2010	0	-0.046366	0.48089	0.49238	1.0	1681	0	-0.046366
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ildr1	4	0.57604	0.51028	1.0	2011	0	-0.22537	0.3828	0.39518	1.0	1313	0	-0.22537
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ttc9	4	0.57621	0.51028	1.0	2012	0	-0.023705	0.84396	0.87627	1.0	2927	0	-0.023705
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Enkd1	4	0.57637	0.51028	1.0	2013	0	0.38353	0.12359	0.1767	1.0	509	1	0.38353
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm14391_Gm14419_Gm2004_Gm6710	1	0.57639	0.53527	1.0	2014	0	0.17131	0.42361	0.46473	1.0	1475	0	0.17131
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Akap5	4	0.57669	0.51286	1.0	2015	0	-0.12174	0.76946	0.79577	1.0	2644	0	-0.12174
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Raver2	4	0.57685	0.51286	1.0	2016	0	0.60735	0.20612	0.23505	1.0	747	1	0.60735
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Sec14l2	4	0.57701	0.51286	1.0	2017	0	0.36518	0.68573	0.68191	1.0	2351	0	0.36518
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Osbpl10	4	0.57734	0.51286	1.0	2018	0	0.10263	0.3602	0.38054	1.0	1237	1	0.10263
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hspb11	4	0.57846	0.51286	1.0	2019	0	-0.48845	0.72215	0.72933	1.0	2463	0	-0.48845
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm4922	1	0.57855	0.53959	1.0	2020	0	0.84856	0.42145	0.46041	1.0	1467	0	0.84856
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r2_Vmn1r3	2	0.57873	0.53482	1.0	2021	0	-0.15375	0.76265	0.78941	1.0	2617	0	-0.15375
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r100_Vmn1r103_Vmn1r115_Vmn1r120_Vmn1r121_Vmn1r122_Vmn1r123_Vmn1r124_Vmn1r125_Vmn1r127_Vmn1r142_Vmn1r148_Vmn1r151_Vmn1r159_Vmn1r244_Vmn1r248_Vmn1r254_Vmn1r259_Vmn1r91_Vmn1r94	1	0.57886	0.53959	1.0	2022	0	0.57501	0.42114	0.46041	1.0	1466	0	0.57501
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	1700021F07Rik	4	0.57927	0.51527	1.0	2023	0	0.60052	0.64626	0.65183	1.0	2218	0	0.60052
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Dclre1b	4	0.57943	0.51527	1.0	2024	0	-0.097422	0.85591	0.88738	1.0	2979	0	-0.097422
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kbtbd3	4	0.57975	0.51527	1.0	2025	0	0.1176	0.54804	0.5542	1.0	1902	0	0.1176
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	LOC100862115_LOC100862202_Pramel33_Pramel35_Pramel38_Pramel42	2	0.57983	0.53768	1.0	2026	0	0.97179	0.053528	0.074025	1.0	308	1	0.97179
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	BC024978	4	0.58007	0.51527	1.0	2027	0	0.14162	0.6502	0.65183	1.0	2233	0	0.14162
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cadm4	4	0.58023	0.51527	1.0	2028	0	0.072696	0.025159	0.054363	1.0	158	1	0.072696
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Fbxw7	2	0.58033	0.53768	1.0	2029	0	-0.3039	0.84527	0.87014	1.0	2933	0	-0.3039
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Kctd20	4	0.58088	0.52029	1.0	2030	0	0.18091	0.16603	0.20278	1.0	625	1	0.18091
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn2r72	3	0.58091	0.5156	1.0	2031	0	0.43281	0.1451	0.16954	1.0	566	1	0.43281
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rhox2d_Rhox2g_Rhox2h	2	0.58093	0.53768	1.0	2032	0	0.50468	0.11379	0.12887	1.0	481	1	0.50468
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tent5b	4	0.58104	0.52029	1.0	2033	0	-0.066656	0.44346	0.46958	1.0	1548	0	-0.066656
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Vmn1r212	3	0.58104	0.5156	1.0	2034	0	0.012393	0.12646	0.1478	1.0	513	1	0.012393
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cttnbp2nl	4	0.5812	0.52029	1.0	2035	0	-0.21537	0.7097	0.71967	1.0	2425	0	-0.21537
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm20810	4	0.58168	0.52274	1.0	2036	0	-0.23735	0.84564	0.87972	1.0	2936	0	-0.23735
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm40035_LOC115487748	1	0.5817	0.54287	1.0	2037	0	0.20015	0.4183	0.45713	1.0	1452	0	0.20015
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pnpla1	4	0.58184	0.52274	1.0	2038	0	0.18643	0.045835	0.081861	1.0	266	1	0.18643
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Abhd3	4	0.582	0.52274	1.0	2039	0	0.35798	0.033133	0.061684	1.0	202	2	0.35798
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mcts1	4	0.58216	0.52274	1.0	2040	0	0.62277	0.72719	0.74015	1.0	2477	0	0.62277
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm2619_LOC100039029_LOC102636558_LOC671917	1	0.58286	0.54287	1.0	2041	0	0.41487	0.41714	0.45713	1.0	1447	0	0.41487
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm52133_Npm2	2	0.58302	0.54056	1.0	2042	0	0.26573	0.25305	0.27211	1.0	888	0	0.26573
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tmem86a	4	0.58344	0.52527	1.0	2043	0	0.55181	0.49733	0.5159	1.0	1744	0	0.55181
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Hectd4	1	0.58355	0.54287	1.0	2044	0	0.8807	0.41645	0.45713	1.0	1445	0	0.8807
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Lamp5	1	0.58386	0.54287	1.0	2045	0	0.88425	0.41614	0.45713	1.0	1444	0	0.88425
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm14295	2	0.58401	0.54198	1.0	2046	0	-0.12656	0.7192	0.75171	1.0	2451	0	-0.12656
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Spink8	4	0.58407	0.52527	1.0	2047	0	0.20504	0.20897	0.23798	1.0	761	1	0.20504
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Pithd1	4	0.58503	0.52761	1.0	2048	0	0.44759	0.05914	0.1041	1.0	331	1	0.44759
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Spock3	4	0.58583	0.53003	1.0	2049	0	-0.48965	0.38984	0.40961	1.0	1343	0	-0.48965
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Clip2	4	0.58598	0.53003	1.0	2050	0	0.068274	0.41804	0.43757	1.0	1451	0	0.068274
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Ear14	4	0.58662	0.53003	1.0	2051	0	0.14149	0.41742	0.43757	1.0	1449	0	0.14149
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rrp9	4	0.5871	0.53003	1.0	2052	0	0.68649	0.37201	0.39223	1.0	1277	1	0.68649
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm46934_Gm46935_Gm6351_Gm7982_LOC100862180_LOC102634529_LOC108168683_LOC108168684_LOC108168685_LOC624931_Pramel41_Pramel45	1	0.5874	0.54287	1.0	2053	0	0.45695	0.4126	0.45713	1.0	1430	0	0.45695
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm3985	2	0.58767	0.54775	1.0	2054	0	-0.10842	0.76654	0.79709	1.0	2632	0	-0.10842
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Slc17a1	4	0.58773	0.53003	1.0	2055	0	-0.21068	0.70933	0.71966	1.0	2423	0	-0.21068
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Stard4	4	0.58789	0.53003	1.0	2056	0	-0.3576	0.79042	0.81593	1.0	2723	0	-0.3576
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Fibcd1	4	0.58805	0.53003	1.0	2057	0	0.28295	0.50808	0.52568	1.0	1777	0	0.28295
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm38425	2	0.58817	0.54775	1.0	2058	0	-0.088494	0.70466	0.74007	1.0	2405	0	-0.088494
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Chd1l	4	0.5882	0.53003	1.0	2059	0	-0.5181	0.94356	0.95637	1.0	3310	0	-0.5181
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cmtm2b	4	0.58852	0.53003	1.0	2060	0	0.34293	0.015153	0.034564	1.0	105	1	0.34293
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mdp1	4	0.58868	0.53003	1.0	2061	0	-0.085464	0.075793	0.1356	1.0	387	1	-0.085464
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Wdr47	4	0.58931	0.53003	1.0	2062	0	-0.38559	0.25986	0.28206	1.0	909	1	-0.38559
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tor1aip2	4	0.58947	0.53003	1.0	2063	0	0.75027	0.23422	0.26435	1.0	823	1	0.75027
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Tmem82	4	0.58963	0.53003	1.0	2064	0	-0.51946	0.85692	0.88738	1.0	2986	0	-0.51946
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Myo7b	4	0.58978	0.53003	1.0	2065	0	0.47015	0.64838	0.65183	1.0	2228	0	0.47015
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Catsper3	4	0.58994	0.53003	1.0	2066	0	0.23669	0.16871	0.20568	1.0	633	1	0.23669
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Abhd13	4	0.59089	0.53003	1.0	2067	0	0.30609	0.64824	0.65183	1.0	2227	0	0.30609
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	R3hdm1	4	0.59152	0.53003	1.0	2068	0	-0.61111	0.9923	0.99543	1.0	3525	0	-0.61111
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm14305_Gm14308_Gm14410_Gm14434_Gm2007_Gm2026_Gm4631_Gm4724	1	0.59156	0.54828	1.0	2069	0	0.25413	0.40844	0.45172	1.0	1416	0	0.25413
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Gm12250	4	0.59183	0.53003	1.0	2070	0	0.081608	0.78706	0.81096	1.0	2715	0	0.081608
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Cst9	4	0.59278	0.53003	1.0	2071	0	-0.34114	0.047913	0.083521	1.0	277	1	-0.34114
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Mup-ps19_Mup1_Mup11_Mup12_Mup13_Mup14_Mup15_Mup16_Mup17_Mup18_Mup19_Mup2_Mup20_Mup4_Mup7_Mup8_Mup9	1	0.59279	0.55042	1.0	2072	0	0.98137	0.40721	0.44958	1.0	1410	0	0.98137
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Rbms3	1	0.59286	0.55042	1.0	2073	0	0.21332	0.40714	0.44958	1.0	1409	0	0.21332
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	1700074P13Rik	4	0.59293	0.53003	1.0	2074	0	-0.69455	0.5583	0.56341	1.0	1934	0	-0.69455
invivo.poolD_BM_mCD19_15m_v_BM_hEGFRv3_15m.gene_summary.txt	Plxdc2	4	0.59434	0.53239	1.0	2075	0	-0.24291	0.69783	0.70305	1.0	2381	0	-0.24291
